,DIA,AÑO,SEMANA,MES,PAIS,ORIGEN,DESTINO,ASIENTOS_OFERTADOS,ASIENTOS_CONFIRMADOS,VIAJES_OFERTADOS,VIAJES_CONFIRMADOS,OFERTANTES,OFERTANTES_NUEVOS,CA_ORIGEN,CA_DESTINO,PROVINCIA_ORIGEN,PROVINCIA_DESTINO,INTERPROVINCIAL
453542,2018-02-18,2018,7,2,es,Albacete,Guadalajara,22.0,2,12,2,12,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453543,2018-03-04,2018,9,3,es,Albacete,Guadalajara,7.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453544,2018-03-19,2018,12,3,es,Albacete,Guadalajara,5.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453545,2018-04-02,2018,14,4,es,Albacete,Guadalajara,13.0,1,6,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453546,2018-04-09,2018,15,4,es,Albacete,Guadalajara,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453547,2018-04-23,2018,17,4,es,Albacete,Guadalajara,10.0,1,5,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453548,2018-04-29,2018,17,4,es,Albacete,Guadalajara,10.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453549,2018-05-01,2018,18,5,es,Albacete,Guadalajara,10.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453550,2018-05-07,2018,19,5,es,Albacete,Guadalajara,4.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453551,2018-05-27,2018,21,5,es,Albacete,Guadalajara,11.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453552,2018-05-29,2018,22,5,es,Albacete,Guadalajara,2.0,1,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453553,2018-06-07,2018,23,6,es,Albacete,Guadalajara,4.0,1,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453554,2018-06-10,2018,23,6,es,Albacete,Guadalajara,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453555,2018-06-11,2018,24,6,es,Albacete,Guadalajara,6.0,1,4,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453556,2018-06-12,2018,24,6,es,Albacete,Guadalajara,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453557,2018-06-15,2018,24,6,es,Albacete,Guadalajara,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453558,2018-06-17,2018,24,6,es,Albacete,Guadalajara,3.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453559,2018-06-18,2018,25,6,es,Albacete,Guadalajara,9.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453560,2018-06-19,2018,25,6,es,Albacete,Guadalajara,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453561,2018-06-22,2018,25,6,es,Albacete,Guadalajara,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453562,2018-06-24,2018,25,6,es,Albacete,Guadalajara,8.0,1,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453563,2018-06-27,2018,26,6,es,Albacete,Guadalajara,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453564,2018-07-02,2018,27,7,es,Albacete,Guadalajara,2.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453565,2018-07-08,2018,27,7,es,Albacete,Guadalajara,11.0,2,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453566,2018-07-10,2018,28,7,es,Albacete,Guadalajara,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453567,2018-07-15,2018,28,7,es,Albacete,Guadalajara,9.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453568,2018-07-16,2018,29,7,es,Albacete,Guadalajara,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453569,2018-07-20,2018,29,7,es,Albacete,Guadalajara,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453570,2018-07-22,2018,29,7,es,Albacete,Guadalajara,2.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453571,2018-07-29,2018,30,7,es,Albacete,Guadalajara,2.0,2,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453572,2018-07-30,2018,31,7,es,Albacete,Guadalajara,6.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453573,2018-07-31,2018,31,7,es,Albacete,Guadalajara,5.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453574,2018-08-10,2018,32,8,es,Albacete,Guadalajara,7.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453575,2018-08-17,2018,33,8,es,Albacete,Guadalajara,7.0,1,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453576,2018-08-21,2018,34,8,es,Albacete,Guadalajara,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453577,2018-08-23,2018,34,8,es,Albacete,Guadalajara,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453578,2018-09-02,2018,35,9,es,Albacete,Guadalajara,11.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453579,2018-09-03,2018,36,9,es,Albacete,Guadalajara,11.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453580,2018-09-09,2018,36,9,es,Albacete,Guadalajara,21.0,3,11,3,11,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453581,2018-09-14,2018,37,9,es,Albacete,Guadalajara,8.0,1,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453582,2018-09-23,2018,38,9,es,Albacete,Guadalajara,15.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453583,2018-09-30,2018,39,9,es,Albacete,Guadalajara,23.0,3,9,2,9,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453584,2018-10-08,2018,41,10,es,Albacete,Guadalajara,11.0,3,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453585,2018-10-14,2018,41,10,es,Albacete,Guadalajara,12.0,1,5,1,5,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453586,2018-10-15,2018,42,10,es,Albacete,Guadalajara,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453587,2018-10-19,2018,42,10,es,Albacete,Guadalajara,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453588,2018-10-20,2018,42,10,es,Albacete,Guadalajara,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453589,2018-10-21,2018,42,10,es,Albacete,Guadalajara,5.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453590,2018-10-28,2018,43,10,es,Albacete,Guadalajara,18.0,3,7,3,7,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453591,2018-10-29,2018,44,10,es,Albacete,Guadalajara,17.0,1,7,1,7,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453592,2018-11-05,2018,45,11,es,Albacete,Guadalajara,7.0,1,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453593,2018-11-07,2018,45,11,es,Albacete,Guadalajara,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453594,2018-11-11,2018,45,11,es,Albacete,Guadalajara,16.0,1,6,1,6,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453595,2018-11-18,2018,46,11,es,Albacete,Guadalajara,19.0,1,8,1,8,3,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453596,2018-11-23,2018,47,11,es,Albacete,Guadalajara,12.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453597,2018-11-26,2018,48,11,es,Albacete,Guadalajara,13.0,1,5,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453598,2018-11-27,2018,48,11,es,Albacete,Guadalajara,10.0,1,4,1,4,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453599,2018-11-30,2018,48,11,es,Albacete,Guadalajara,13.0,1,5,1,4,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453600,2018-12-02,2018,48,12,es,Albacete,Guadalajara,12.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453601,2018-12-10,2018,50,12,es,Albacete,Guadalajara,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453602,2018-12-11,2018,50,12,es,Albacete,Guadalajara,10.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453603,2018-12-13,2018,50,12,es,Albacete,Guadalajara,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453604,2018-12-14,2018,50,12,es,Albacete,Guadalajara,3.0,1,1,1,1,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453605,2018-12-17,2018,51,12,es,Albacete,Guadalajara,13.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453606,2018-12-21,2018,51,12,es,Albacete,Guadalajara,12.0,1,5,1,5,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453607,2018-12-23,2018,51,12,es,Albacete,Guadalajara,3.0,3,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453608,2018-12-24,2018,52,12,es,Albacete,Guadalajara,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453609,2018-12-26,2018,52,12,es,Albacete,Guadalajara,7.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453610,2019-01-01,2019,1,1,es,Albacete,Guadalajara,4.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453611,2019-01-02,2019,1,1,es,Albacete,Guadalajara,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453612,2019-01-05,2019,1,1,es,Albacete,Guadalajara,3.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453613,2019-01-20,2019,3,1,es,Albacete,Guadalajara,11.0,3,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453614,2019-01-21,2019,4,1,es,Albacete,Guadalajara,15.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453615,2019-01-23,2019,4,1,es,Albacete,Guadalajara,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453616,2019-01-27,2019,4,1,es,Albacete,Guadalajara,7.0,2,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453617,2019-02-03,2019,5,2,es,Albacete,Guadalajara,23.0,5,8,2,7,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453618,2019-02-11,2019,7,2,es,Albacete,Guadalajara,21.0,2,9,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453619,2019-02-12,2019,7,2,es,Albacete,Guadalajara,10.0,1,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453620,2019-02-14,2019,7,2,es,Albacete,Guadalajara,6.0,1,2,1,2,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453621,2019-02-17,2019,7,2,es,Albacete,Guadalajara,14.0,3,5,2,5,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453622,2019-02-20,2019,8,2,es,Albacete,Guadalajara,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453623,2019-02-24,2019,8,2,es,Albacete,Guadalajara,10.0,2,5,2,5,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453624,2019-03-01,2019,9,3,es,Albacete,Guadalajara,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453625,2019-03-08,2019,10,3,es,Albacete,Guadalajara,4.0,1,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453626,2019-03-10,2019,10,3,es,Albacete,Guadalajara,18.0,1,7,1,7,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453627,2019-03-22,2019,12,3,es,Albacete,Guadalajara,9.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453628,2019-03-29,2019,13,3,es,Albacete,Guadalajara,5.0,1,2,1,2,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453629,2019-03-31,2019,13,3,es,Albacete,Guadalajara,20.0,1,8,1,8,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453630,2019-04-08,2019,15,4,es,Albacete,Guadalajara,8.0,1,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453631,2019-04-14,2019,15,4,es,Albacete,Guadalajara,5.0,1,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453632,2019-04-20,2019,16,4,es,Albacete,Guadalajara,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453633,2019-04-22,2019,17,4,es,Albacete,Guadalajara,7.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453634,2019-04-23,2019,17,4,es,Albacete,Guadalajara,5.0,1,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453635,2019-04-28,2019,17,4,es,Albacete,Guadalajara,14.0,1,6,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453636,2019-04-29,2019,18,4,es,Albacete,Guadalajara,13.0,2,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453637,2019-05-05,2019,18,5,es,Albacete,Guadalajara,11.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453638,2019-05-11,2019,19,5,es,Albacete,Guadalajara,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453639,2019-05-16,2019,20,5,es,Albacete,Guadalajara,6.0,1,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453640,2019-05-17,2019,20,5,es,Albacete,Guadalajara,7.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453641,2019-05-20,2019,21,5,es,Albacete,Guadalajara,12.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453642,2019-05-23,2019,21,5,es,Albacete,Guadalajara,3.0,3,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453643,2019-05-25,2019,21,5,es,Albacete,Guadalajara,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453644,2019-06-02,2019,22,6,es,Albacete,Guadalajara,9.0,2,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453645,2019-06-07,2019,23,6,es,Albacete,Guadalajara,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453646,2019-06-12,2019,24,6,es,Albacete,Guadalajara,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453647,2019-06-24,2019,26,6,es,Albacete,Guadalajara,6.0,3,3,2,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453648,2019-07-01,2019,27,7,es,Albacete,Guadalajara,23.0,1,8,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453649,2019-07-05,2019,27,7,es,Albacete,Guadalajara,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453650,2019-07-07,2019,27,7,es,Albacete,Guadalajara,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453651,2019-07-23,2019,30,7,es,Albacete,Guadalajara,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453652,2019-07-30,2019,31,7,es,Albacete,Guadalajara,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453653,2019-08-05,2019,32,8,es,Albacete,Guadalajara,9.0,1,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453654,2019-08-12,2019,33,8,es,Albacete,Guadalajara,5.0,1,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453655,2019-08-25,2019,34,8,es,Albacete,Guadalajara,9.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453656,2019-08-30,2019,35,8,es,Albacete,Guadalajara,6.0,1,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453657,2019-09-01,2019,35,9,es,Albacete,Guadalajara,22.0,2,8,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453658,2019-09-06,2019,36,9,es,Albacete,Guadalajara,7.0,2,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453659,2019-09-08,2019,36,9,es,Albacete,Guadalajara,20.0,2,7,1,7,2,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453660,2019-09-15,2019,37,9,es,Albacete,Guadalajara,13.0,2,5,1,5,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453661,2019-09-22,2019,38,9,es,Albacete,Guadalajara,13.0,1,6,1,6,1,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453662,2019-09-27,2019,39,9,es,Albacete,Guadalajara,5.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453663,2019-10-15,2019,42,10,es,Albacete,Guadalajara,9.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453664,2019-10-29,2019,44,10,es,Albacete,Guadalajara,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453665,2019-10-31,2019,44,10,es,Albacete,Guadalajara,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Albacete,Guadalajara,No
453667,2018-09-16,2018,37,9,es,Alcázar de San Juan,Guadalajara,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453668,2018-11-04,2018,44,11,es,Alcázar de San Juan,Guadalajara,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453800,2017-11-19,2017,46,11,es,Ciudad Real,Guadalajara,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453801,2018-01-07,2018,1,1,es,Ciudad Real,Guadalajara,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453802,2018-03-18,2018,11,3,es,Ciudad Real,Guadalajara,4.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453803,2018-04-01,2018,13,4,es,Ciudad Real,Guadalajara,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453804,2018-04-02,2018,14,4,es,Ciudad Real,Guadalajara,5.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453805,2018-04-08,2018,14,4,es,Ciudad Real,Guadalajara,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453806,2018-04-13,2018,15,4,es,Ciudad Real,Guadalajara,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453807,2018-05-14,2018,20,5,es,Ciudad Real,Guadalajara,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453808,2018-05-20,2018,20,5,es,Ciudad Real,Guadalajara,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453809,2018-06-10,2018,23,6,es,Ciudad Real,Guadalajara,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453810,2018-06-17,2018,24,6,es,Ciudad Real,Guadalajara,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453811,2018-07-05,2018,27,7,es,Ciudad Real,Guadalajara,3.0,1,2,1,2,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453812,2018-09-02,2018,35,9,es,Ciudad Real,Guadalajara,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453813,2018-09-16,2018,37,9,es,Ciudad Real,Guadalajara,7.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453814,2018-09-17,2018,38,9,es,Ciudad Real,Guadalajara,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453815,2018-10-14,2018,41,10,es,Ciudad Real,Guadalajara,9.0,2,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453816,2018-10-22,2018,43,10,es,Ciudad Real,Guadalajara,5.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453817,2018-11-04,2018,44,11,es,Ciudad Real,Guadalajara,11.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453818,2018-11-19,2018,47,11,es,Ciudad Real,Guadalajara,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453819,2018-12-09,2018,49,12,es,Ciudad Real,Guadalajara,4.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453820,2018-12-16,2018,50,12,es,Ciudad Real,Guadalajara,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453821,2019-01-07,2019,2,1,es,Ciudad Real,Guadalajara,12.0,1,5,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
453822,2019-01-14,2019,3,1,es,Ciudad Real,Guadalajara,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
