,DIA,AÑO,SEMANA,MES,PAIS,ORIGEN,DESTINO,ASIENTOS_OFERTADOS,ASIENTOS_CONFIRMADOS,VIAJES_OFERTADOS,VIAJES_CONFIRMADOS,OFERTANTES,OFERTANTES_NUEVOS,CA_ORIGEN,CA_DESTINO,PROVINCIA_ORIGEN,PROVINCIA_DESTINO,INTERPROVINCIAL
145109,2019-08-28,2019,35,8,es,Sevilla,Almería,9.0,6,4,3,4,0,Andalucía,Andalucía,Sevilla,Almería,No
152487,2019-08-28,2019,35,8,es,Sevilla,Torremolinos,7.0,3,4,2,4,0,Andalucía,Andalucía,Sevilla,Málaga,No
158014,2019-08-28,2019,35,8,es,Sevilla,Cádiz,115.0,35,42,17,36,3,Andalucía,Andalucía,Sevilla,Cádiz,No
164199,2019-08-28,2019,35,8,es,Sevilla,Écija,36.0,5,17,3,15,0,Andalucía,Andalucía,Sevilla,Sevilla,Si
167382,2019-08-28,2019,35,8,es,Sevilla,Linares,3.0,3,1,1,1,0,Andalucía,Andalucía,Sevilla,Jaén,No
169151,2019-08-28,2019,35,8,es,Sevilla,Benalmádena,8.0,2,4,1,4,0,Andalucía,Andalucía,Sevilla,Málaga,No
174466,2019-08-28,2019,35,8,es,Sevilla,Huelva,206.0,18,81,13,76,3,Andalucía,Andalucía,Sevilla,Huelva,No
179601,2019-08-28,2019,35,8,es,Sevilla,Puerto Real,21.0,7,9,3,8,1,Andalucía,Andalucía,Sevilla,Cádiz,No
195528,2019-08-28,2019,35,8,es,Sevilla,Tarifa,21.0,7,9,4,9,1,Andalucía,Andalucía,Sevilla,Cádiz,No
197543,2019-08-28,2019,35,8,es,Sevilla,El Ejido,1.0,1,1,1,1,0,Andalucía,Andalucía,Sevilla,Almería,No
203979,2019-08-28,2019,35,8,es,Sevilla,Estepona,6.0,2,2,1,2,0,Andalucía,Andalucía,Sevilla,Málaga,No
204852,2019-08-28,2019,35,8,es,Sevilla,Lepe,44.0,9,18,5,18,4,Andalucía,Andalucía,Sevilla,Huelva,No
205472,2019-08-28,2019,35,8,es,Sevilla,Almonte,18.0,3,8,2,6,0,Andalucía,Andalucía,Sevilla,Huelva,No
206404,2019-08-28,2019,35,8,es,Sevilla,Barbate,23.0,10,9,5,9,3,Andalucía,Andalucía,Sevilla,Cádiz,No
208890,2019-08-28,2019,35,8,es,Sevilla,Lucena,10.0,3,4,3,4,0,Andalucía,Andalucía,Sevilla,Córdoba,No
215280,2019-08-28,2019,35,8,es,Sevilla,Isla Cristina,16.0,6,9,4,8,2,Andalucía,Andalucía,Sevilla,Huelva,No
216999,2019-08-28,2019,35,8,es,Sevilla,Conil de la Frontera,21.0,7,10,4,10,2,Andalucía,Andalucía,Sevilla,Cádiz,No
221939,2019-08-28,2019,35,8,es,Sevilla,Arcos de la Frontera,3.0,1,1,1,1,0,Andalucía,Andalucía,Sevilla,Cádiz,No
222399,2019-08-28,2019,35,8,es,Sevilla,Punta Umbría,16.0,3,8,3,7,0,Andalucía,Andalucía,Sevilla,Huelva,No
223138,2019-08-28,2019,35,8,es,Sevilla,Ayamonte,26.0,3,11,3,9,2,Andalucía,Andalucía,Sevilla,Huelva,No
227159,2019-08-28,2019,35,8,es,Sevilla,Vejer de la Frontera,10.0,3,6,2,6,1,Andalucía,Andalucía,Sevilla,Cádiz,No
228940,2019-08-28,2019,35,8,es,Sevilla,Sanlúcar de Barrameda,37.0,8,14,4,11,0,Andalucía,Andalucía,Sevilla,Cádiz,No
229849,2019-08-28,2019,35,8,es,Sevilla,Rota,27.0,2,9,1,8,1,Andalucía,Andalucía,Sevilla,Cádiz,No
231747,2019-08-28,2019,35,8,es,Sevilla,Chipiona,17.0,8,6,4,6,2,Andalucía,Andalucía,Sevilla,Cádiz,No
232769,2019-08-28,2019,35,8,es,Sevilla,Moguer,5.0,2,2,1,2,0,Andalucía,Andalucía,Sevilla,Huelva,No
232843,2019-08-28,2019,35,8,es,Sevilla,El Bosque,6.0,1,2,1,2,1,Andalucía,Andalucía,Sevilla,Cádiz,No
234921,2019-08-28,2019,35,8,es,Sevilla,Cartaya,10.0,1,5,1,5,0,Andalucía,Andalucía,Sevilla,Huelva,No
235683,2019-08-28,2019,35,8,es,Sevilla,Aljaraque,5.0,1,2,1,2,0,Andalucía,Andalucía,Sevilla,Huelva,No
236867,2019-08-28,2019,35,8,es,Sevilla,Santa Fe,3.0,1,1,1,1,0,Andalucía,Andalucía,Sevilla,Granada,No
237052,2019-08-28,2019,35,8,es,Sevilla,Cúllar,1.0,1,1,1,1,0,Andalucía,Andalucía,Sevilla,Granada,No
240212,2019-08-28,2019,35,8,es,Sevilla,Puente Genil,3.0,1,2,1,2,0,Andalucía,Andalucía,Sevilla,Córdoba,No
244925,2019-08-28,2019,35,8,es,Sevilla,Aracena,7.0,1,3,1,3,0,Andalucía,Andalucía,Sevilla,Huelva,No
17473,2017-11-01,2017,44,11,es,Sevilla,Granada,80.0,45,35,20,33,1,Andalucía,Andalucía,Sevilla,Granada,No
62451,2017-11-01,2017,44,11,es,Sevilla,Jerez de la Frontera,90.0,16,36,9,34,0,Andalucía,Andalucía,Sevilla,Cádiz,No
70595,2017-11-01,2017,44,11,es,Sevilla,Algeciras,52.0,18,21,11,21,0,Andalucía,Andalucía,Sevilla,Cádiz,No
74370,2017-11-01,2017,44,11,es,Sevilla,El Puerto de Santa María,13.0,3,6,2,6,0,Andalucía,Andalucía,Sevilla,Cádiz,No
83498,2017-11-01,2017,44,11,es,Sevilla,San Fernando,14.0,5,7,4,7,0,Andalucía,Andalucía,Sevilla,Cádiz,No
100478,2017-11-01,2017,44,11,es,Sevilla,Málaga,63.0,28,27,12,26,0,Andalucía,Andalucía,Sevilla,Málaga,No
112517,2017-11-01,2017,44,11,es,Sevilla,Jaén,5.0,1,2,1,2,0,Andalucía,Andalucía,Sevilla,Jaén,No
124892,2017-11-01,2017,44,11,es,Sevilla,Córdoba,115.0,30,49,18,45,0,Andalucía,Andalucía,Sevilla,Córdoba,No
130738,2017-11-01,2017,44,11,es,Sevilla,Chiclana de la Frontera,6.0,4,3,2,3,0,Andalucía,Andalucía,Sevilla,Cádiz,No
135286,2017-11-01,2017,44,11,es,Sevilla,Antequera,10.0,1,7,1,7,0,Andalucía,Andalucía,Sevilla,Málaga,No
144466,2017-11-01,2017,44,11,es,Sevilla,Almería,19.0,9,9,5,9,0,Andalucía,Andalucía,Sevilla,Almería,No
152025,2017-11-01,2017,44,11,es,Sevilla,Torremolinos,5.0,2,3,1,3,0,Andalucía,Andalucía,Sevilla,Málaga,No
157349,2017-11-01,2017,44,11,es,Sevilla,Cádiz,55.0,37,28,19,27,0,Andalucía,Andalucía,Sevilla,Cádiz,No
163752,2017-11-01,2017,44,11,es,Sevilla,Écija,25.0,1,10,1,10,0,Andalucía,Andalucía,Sevilla,Sevilla,Si
173801,2017-11-01,2017,44,11,es,Sevilla,Huelva,131.0,15,57,14,51,0,Andalucía,Andalucía,Sevilla,Huelva,No
186125,2017-11-01,2017,44,11,es,Sevilla,Ronda,6.0,2,2,2,2,0,Andalucía,Andalucía,Sevilla,Málaga,No
194957,2017-11-01,2017,44,11,es,Sevilla,Tarifa,7.0,4,3,2,3,0,Andalucía,Andalucía,Sevilla,Cádiz,No
203555,2017-11-01,2017,44,11,es,Sevilla,Estepona,8.0,1,3,1,3,0,Andalucía,Andalucía,Sevilla,Málaga,No
204358,2017-11-01,2017,44,11,es,Sevilla,Lepe,16.0,2,6,2,5,0,Andalucía,Andalucía,Sevilla,Huelva,No
205130,2017-11-01,2017,44,11,es,Sevilla,Almonte,5.0,3,5,1,3,0,Andalucía,Andalucía,Sevilla,Huelva,No
213620,2017-11-01,2017,44,11,es,Sevilla,Motril,1.0,1,1,1,1,0,Andalucía,Andalucía,Sevilla,Granada,No
214855,2017-11-01,2017,44,11,es,Sevilla,Isla Cristina,10.0,1,4,1,3,0,Andalucía,Andalucía,Sevilla,Huelva,No
219598,2017-11-01,2017,44,11,es,Sevilla,La Línea de la Concepción,11.0,2,5,2,5,0,Andalucía,Andalucía,Sevilla,Cádiz,No
222082,2017-11-01,2017,44,11,es,Sevilla,Punta Umbría,4.0,1,3,1,3,0,Andalucía,Andalucía,Sevilla,Huelva,No
233453,2017-11-01,2017,44,11,es,Sevilla,Villamartín,5.0,3,2,2,2,0,Andalucía,Andalucía,Sevilla,Cádiz,No
244456,2017-11-01,2017,44,11,es,Sevilla,Aracena,5.0,5,2,2,2,0,Andalucía,Andalucía,Sevilla,Huelva,No
245955,2017-11-01,2017,44,11,es,Sevilla,San Nicolás del Puerto,3.0,3,1,1,1,0,Andalucía,Andalucía,Sevilla,Sevilla,Si
17508,2017-12-06,2017,49,12,es,Sevilla,Granada,152.0,88,70,42,69,4,Andalucía,Andalucía,Sevilla,Granada,No
62486,2017-12-06,2017,49,12,es,Sevilla,Jerez de la Frontera,117.0,15,57,10,55,2,Andalucía,Andalucía,Sevilla,Cádiz,No
70630,2017-12-06,2017,49,12,es,Sevilla,Algeciras,73.0,38,29,18,28,1,Andalucía,Andalucía,Sevilla,Cádiz,No
74401,2017-12-06,2017,49,12,es,Sevilla,El Puerto de Santa María,39.0,6,17,3,17,2,Andalucía,Andalucía,Sevilla,Cádiz,No
80187,2017-12-06,2017,49,12,es,Sevilla,Marbella,10.0,4,5,3,5,0,Andalucía,Andalucía,Sevilla,Málaga,No
83530,2017-12-06,2017,49,12,es,Sevilla,San Fernando,23.0,2,11,2,10,0,Andalucía,Andalucía,Sevilla,Cádiz,No
100513,2017-12-06,2017,49,12,es,Sevilla,Málaga,122.0,64,53,27,51,3,Andalucía,Andalucía,Sevilla,Málaga,No
112545,2017-12-06,2017,49,12,es,Sevilla,Jaén,7.0,3,4,1,4,0,Andalucía,Andalucía,Sevilla,Jaén,No
124927,2017-12-06,2017,49,12,es,Sevilla,Córdoba,130.0,32,56,17,55,8,Andalucía,Andalucía,Sevilla,Córdoba,No
130764,2017-12-06,2017,49,12,es,Sevilla,Chiclana de la Frontera,17.0,5,6,2,5,1,Andalucía,Andalucía,Sevilla,Cádiz,No
135301,2017-12-06,2017,49,12,es,Sevilla,Antequera,14.0,2,13,1,13,2,Andalucía,Andalucía,Sevilla,Málaga,No
137707,2017-12-06,2017,49,12,es,Sevilla,Úbeda,3.0,1,3,1,3,1,Andalucía,Andalucía,Sevilla,Jaén,No
144499,2017-12-06,2017,49,12,es,Sevilla,Almería,18.0,11,9,6,9,0,Andalucía,Andalucía,Sevilla,Almería,No
152041,2017-12-06,2017,49,12,es,Sevilla,Torremolinos,10.0,2,5,2,4,0,Andalucía,Andalucía,Sevilla,Málaga,No
157384,2017-12-06,2017,49,12,es,Sevilla,Cádiz,96.0,37,43,18,40,2,Andalucía,Andalucía,Sevilla,Cádiz,No
162882,2017-12-06,2017,49,12,es,Sevilla,Monachil,2.0,1,1,1,1,0,Andalucía,Andalucía,Sevilla,Granada,No
167027,2017-12-06,2017,49,12,es,Sevilla,Linares,5.0,2,4,1,4,0,Andalucía,Andalucía,Sevilla,Jaén,No
168908,2017-12-06,2017,49,12,es,Sevilla,Benalmádena,4.0,2,3,1,3,0,Andalucía,Andalucía,Sevilla,Málaga,No
173836,2017-12-06,2017,49,12,es,Sevilla,Huelva,112.0,17,52,11,48,2,Andalucía,Andalucía,Sevilla,Huelva,No
182334,2017-12-06,2017,49,12,es,Sevilla,Fuengirola,8.0,2,5,1,4,1,Andalucía,Andalucía,Sevilla,Málaga,No
186153,2017-12-06,2017,49,12,es,Sevilla,Ronda,2.0,2,1,1,1,0,Andalucía,Andalucía,Sevilla,Málaga,No
190440,2017-12-06,2017,49,12,es,Sevilla,Roquetas de Mar,2.0,2,2,1,2,0,Andalucía,Andalucía,Sevilla,Almería,No
192259,2017-12-06,2017,49,12,es,Sevilla,Andújar,7.0,2,5,1,5,1,Andalucía,Andalucía,Sevilla,Jaén,No
194984,2017-12-06,2017,49,12,es,Sevilla,Tarifa,20.0,4,8,2,8,1,Andalucía,Andalucía,Sevilla,Cádiz,No
199937,2017-12-06,2017,49,12,es,Sevilla,Manilva,1.0,1,1,1,1,0,Andalucía,Andalucía,Sevilla,Málaga,No
203572,2017-12-06,2017,49,12,es,Sevilla,Estepona,5.0,2,4,2,4,0,Andalucía,Andalucía,Sevilla,Málaga,No
204379,2017-12-06,2017,49,12,es,Sevilla,Lepe,16.0,1,6,1,6,0,Andalucía,Andalucía,Sevilla,Huelva,No
205991,2017-12-06,2017,49,12,es,Sevilla,Barbate,22.0,3,9,2,7,0,Andalucía,Andalucía,Sevilla,Cádiz,No
208492,2017-12-06,2017,49,12,es,Sevilla,Lucena,5.0,1,5,1,5,0,Andalucía,Andalucía,Sevilla,Córdoba,No
216641,2017-12-06,2017,49,12,es,Sevilla,Conil de la Frontera,15.0,4,6,2,5,0,Andalucía,Andalucía,Sevilla,Cádiz,No
219627,2017-12-06,2017,49,12,es,Sevilla,La Línea de la Concepción,4.0,4,3,3,3,0,Andalucía,Andalucía,Sevilla,Cádiz,No
222674,2017-12-06,2017,49,12,es,Sevilla,Ayamonte,28.0,10,11,6,9,0,Andalucía,Andalucía,Sevilla,Huelva,No
224672,2017-12-06,2017,49,12,es,Sevilla,Cabra,3.0,2,3,2,3,0,Andalucía,Andalucía,Sevilla,Córdoba,No
226033,2017-12-06,2017,49,12,es,Sevilla,Osuna,17.0,1,10,1,10,2,Andalucía,Andalucía,Sevilla,Sevilla,Si
226749,2017-12-06,2017,49,12,es,Sevilla,Vejer de la Frontera,25.0,2,9,2,8,0,Andalucía,Andalucía,Sevilla,Cádiz,No
228359,2017-12-06,2017,49,12,es,Sevilla,Sanlúcar de Barrameda,37.0,8,14,4,14,0,Andalucía,Andalucía,Sevilla,Cádiz,No
229456,2017-12-06,2017,49,12,es,Sevilla,Rota,11.0,1,5,1,5,2,Andalucía,Andalucía,Sevilla,Cádiz,No
232662,2017-12-06,2017,49,12,es,Sevilla,Moguer,7.0,1,4,1,4,0,Andalucía,Andalucía,Sevilla,Huelva,No
235324,2017-12-06,2017,49,12,es,Sevilla,Montilla,2.0,1,1,1,1,1,Andalucía,Andalucía,Sevilla,Córdoba,No
239178,2017-12-06,2017,49,12,es,Sevilla,Los Barrios,2.0,1,3,1,3,0,Andalucía,Andalucía,Sevilla,Cádiz,No
17510,2017-12-08,2017,49,12,es,Sevilla,Granada,133.0,88,64,37,62,3,Andalucía,Andalucía,Sevilla,Granada,No
62488,2017-12-08,2017,49,12,es,Sevilla,Jerez de la Frontera,103.0,34,46,16,45,4,Andalucía,Andalucía,Sevilla,Cádiz,No
70632,2017-12-08,2017,49,12,es,Sevilla,Algeciras,44.0,21,16,11,15,1,Andalucía,Andalucía,Sevilla,Cádiz,No
74403,2017-12-08,2017,49,12,es,Sevilla,El Puerto de Santa María,13.0,8,7,4,7,1,Andalucía,Andalucía,Sevilla,Cádiz,No
80189,2017-12-08,2017,49,12,es,Sevilla,Marbella,27.0,4,10,2,7,1,Andalucía,Andalucía,Sevilla,Málaga,No
83532,2017-12-08,2017,49,12,es,Sevilla,San Fernando,5.0,2,2,1,2,0,Andalucía,Andalucía,Sevilla,Cádiz,No
100515,2017-12-08,2017,49,12,es,Sevilla,Málaga,134.0,65,62,31,58,4,Andalucía,Andalucía,Sevilla,Málaga,No
117043,2017-12-08,2017,49,12,es,Sevilla,Baeza,2.0,1,1,1,1,0,Andalucía,Andalucía,Sevilla,Jaén,No
124929,2017-12-08,2017,49,12,es,Sevilla,Córdoba,144.0,35,64,19,63,2,Andalucía,Andalucía,Sevilla,Córdoba,No
130766,2017-12-08,2017,49,12,es,Sevilla,Chiclana de la Frontera,14.0,3,7,3,7,0,Andalucía,Andalucía,Sevilla,Cádiz,No
137709,2017-12-08,2017,49,12,es,Sevilla,Úbeda,7.0,1,3,1,3,0,Andalucía,Andalucía,Sevilla,Jaén,No
144501,2017-12-08,2017,49,12,es,Sevilla,Almería,14.0,7,7,4,6,0,Andalucía,Andalucía,Sevilla,Almería,No
152042,2017-12-08,2017,49,12,es,Sevilla,Torremolinos,5.0,3,5,2,4,0,Andalucía,Andalucía,Sevilla,Málaga,No
157386,2017-12-08,2017,49,12,es,Sevilla,Cádiz,57.0,35,22,14,21,3,Andalucía,Andalucía,Sevilla,Cádiz,No
163770,2017-12-08,2017,49,12,es,Sevilla,Écija,28.0,2,15,2,15,0,Andalucía,Andalucía,Sevilla,Sevilla,Si
168909,2017-12-08,2017,49,12,es,Sevilla,Benalmádena,2.0,1,2,1,2,0,Andalucía,Andalucía,Sevilla,Málaga,No
173838,2017-12-08,2017,49,12,es,Sevilla,Huelva,119.0,18,48,11,44,3,Andalucía,Andalucía,Sevilla,Huelva,No
182336,2017-12-08,2017,49,12,es,Sevilla,Fuengirola,12.0,2,6,2,6,1,Andalucía,Andalucía,Sevilla,Málaga,No
186155,2017-12-08,2017,49,12,es,Sevilla,Ronda,13.0,8,4,3,4,0,Andalucía,Andalucía,Sevilla,Málaga,No
188001,2017-12-08,2017,49,12,es,Sevilla,Pozoblanco,2.0,2,1,1,1,0,Andalucía,Andalucía,Sevilla,Córdoba,No
194985,2017-12-08,2017,49,12,es,Sevilla,Tarifa,10.0,6,4,3,4,0,Andalucía,Andalucía,Sevilla,Cádiz,No
204381,2017-12-08,2017,49,12,es,Sevilla,Lepe,19.0,4,8,2,7,1,Andalucía,Andalucía,Sevilla,Huelva,No
205141,2017-12-08,2017,49,12,es,Sevilla,Almonte,8.0,1,4,1,3,0,Andalucía,Andalucía,Sevilla,Huelva,No
208494,2017-12-08,2017,49,12,es,Sevilla,Lucena,15.0,4,6,2,6,0,Andalucía,Andalucía,Sevilla,Córdoba,No
216643,2017-12-08,2017,49,12,es,Sevilla,Conil de la Frontera,6.0,3,4,2,4,0,Andalucía,Andalucía,Sevilla,Cádiz,No
219629,2017-12-08,2017,49,12,es,Sevilla,La Línea de la Concepción,10.0,6,4,2,4,0,Andalucía,Andalucía,Sevilla,Cádiz,No
222092,2017-12-08,2017,49,12,es,Sevilla,Punta Umbría,4.0,2,3,1,3,1,Andalucía,Andalucía,Sevilla,Huelva,No
222676,2017-12-08,2017,49,12,es,Sevilla,Ayamonte,6.0,1,3,1,3,0,Andalucía,Andalucía,Sevilla,Huelva,No
225323,2017-12-08,2017,49,12,es,Sevilla,Rincón de la Victoria,2.0,2,1,1,1,0,Andalucía,Andalucía,Sevilla,Málaga,No
226751,2017-12-08,2017,49,12,es,Sevilla,Vejer de la Frontera,16.0,1,9,1,9,2,Andalucía,Andalucía,Sevilla,Cádiz,No
228361,2017-12-08,2017,49,12,es,Sevilla,Sanlúcar de Barrameda,13.0,5,7,2,7,0,Andalucía,Andalucía,Sevilla,Cádiz,No
229458,2017-12-08,2017,49,12,es,Sevilla,Rota,9.0,5,3,3,3,0,Andalucía,Andalucía,Sevilla,Cádiz,No
230551,2017-12-08,2017,49,12,es,Sevilla,Ubrique,15.0,4,6,2,5,1,Andalucía,Andalucía,Sevilla,Cádiz,No
231348,2017-12-08,2017,49,12,es,Sevilla,Chipiona,8.0,2,3,1,3,1,Andalucía,Andalucía,Sevilla,Cádiz,No
233467,2017-12-08,2017,49,12,es,Sevilla,Villamartín,3.0,1,1,1,1,0,Andalucía,Andalucía,Sevilla,Cádiz,No
235594,2017-12-08,2017,49,12,es,Sevilla,Aljaraque,3.0,3,1,1,1,0,Andalucía,Andalucía,Sevilla,Huelva,No
239179,2017-12-08,2017,49,12,es,Sevilla,Los Barrios,10.0,4,4,2,4,0,Andalucía,Andalucía,Sevilla,Cádiz,No
240035,2017-12-08,2017,49,12,es,Sevilla,Puente Genil,8.0,1,4,1,4,1,Andalucía,Andalucía,Sevilla,Córdoba,No
240593,2017-12-08,2017,49,12,es,Sevilla,Tíjola,2.0,1,1,1,1,0,Andalucía,Andalucía,Sevilla,Almería,No
244478,2017-12-08,2017,49,12,es,Sevilla,Aracena,14.0,2,5,1,5,0,Andalucía,Andalucía,Sevilla,Huelva,No
245045,2017-12-08,2017,49,12,es,Sevilla,Añora,2.0,1,1,1,1,0,Andalucía,Andalucía,Sevilla,Córdoba,No
246023,2017-12-08,2017,49,12,es,Sevilla,Nerva,3.0,2,1,1,1,0,Andalucía,Andalucía,Sevilla,Huelva,No
17527,2017-12-25,2017,52,12,es,Sevilla,Granada,113.0,28,51,17,51,3,Andalucía,Andalucía,Sevilla,Granada,No
62505,2017-12-25,2017,52,12,es,Sevilla,Jerez de la Frontera,53.0,2,24,2,23,0,Andalucía,Andalucía,Sevilla,Cádiz,No
70649,2017-12-25,2017,52,12,es,Sevilla,Algeciras,65.0,19,27,10,26,3,Andalucía,Andalucía,Sevilla,Cádiz,No
74418,2017-12-25,2017,52,12,es,Sevilla,El Puerto de Santa María,18.0,2,8,2,8,0,Andalucía,Andalucía,Sevilla,Cádiz,No
80206,2017-12-25,2017,52,12,es,Sevilla,Marbella,23.0,4,8,3,7,0,Andalucía,Andalucía,Sevilla,Málaga,No
83549,2017-12-25,2017,52,12,es,Sevilla,San Fernando,18.0,2,7,1,6,0,Andalucía,Andalucía,Sevilla,Cádiz,No
100532,2017-12-25,2017,52,12,es,Sevilla,Málaga,152.0,35,63,17,59,4,Andalucía,Andalucía,Sevilla,Málaga,No
112557,2017-12-25,2017,52,12,es,Sevilla,Jaén,15.0,4,6,2,6,1,Andalucía,Andalucía,Sevilla,Jaén,No
115933,2017-12-25,2017,52,12,es,Sevilla,San Roque,1.0,1,1,1,1,0,Andalucía,Andalucía,Sevilla,Cádiz,No
124946,2017-12-25,2017,52,12,es,Sevilla,Córdoba,102.0,24,40,10,40,4,Andalucía,Andalucía,Sevilla,Córdoba,No
144515,2017-12-25,2017,52,12,es,Sevilla,Almería,22.0,7,8,3,8,0,Andalucía,Andalucía,Sevilla,Almería,No
148802,2017-12-25,2017,52,12,es,Sevilla,Bailén,10.0,1,5,1,5,1,Andalucía,Andalucía,Sevilla,Jaén,No
157403,2017-12-25,2017,52,12,es,Sevilla,Cádiz,41.0,4,18,2,17,1,Andalucía,Andalucía,Sevilla,Cádiz,No
162735,2017-12-25,2017,52,12,es,Sevilla,Mojácar,2.0,1,1,1,1,0,Andalucía,Andalucía,Sevilla,Almería,No
163782,2017-12-25,2017,52,12,es,Sevilla,Écija,13.0,1,7,1,7,0,Andalucía,Andalucía,Sevilla,Sevilla,Si
173855,2017-12-25,2017,52,12,es,Sevilla,Huelva,89.0,12,36,7,35,1,Andalucía,Andalucía,Sevilla,Huelva,No
182346,2017-12-25,2017,52,12,es,Sevilla,Fuengirola,25.0,3,10,2,9,0,Andalucía,Andalucía,Sevilla,Málaga,No
186166,2017-12-25,2017,52,12,es,Sevilla,Ronda,5.0,1,2,1,2,0,Andalucía,Andalucía,Sevilla,Málaga,No
194997,2017-12-25,2017,52,12,es,Sevilla,Tarifa,15.0,2,5,2,5,0,Andalucía,Andalucía,Sevilla,Cádiz,No
197366,2017-12-25,2017,52,12,es,Sevilla,El Ejido,4.0,1,1,1,1,0,Andalucía,Andalucía,Sevilla,Almería,No
208508,2017-12-25,2017,52,12,es,Sevilla,Lucena,3.0,1,1,1,1,0,Andalucía,Andalucía,Sevilla,Córdoba,No
219642,2017-12-25,2017,52,12,es,Sevilla,La Línea de la Concepción,12.0,2,4,1,3,0,Andalucía,Andalucía,Sevilla,Cádiz,No
225325,2017-12-25,2017,52,12,es,Sevilla,Rincón de la Victoria,3.0,1,1,1,1,1,Andalucía,Andalucía,Sevilla,Málaga,No
228376,2017-12-25,2017,52,12,es,Sevilla,Sanlúcar de Barrameda,6.0,1,2,1,2,0,Andalucía,Andalucía,Sevilla,Cádiz,No
230561,2017-12-25,2017,52,12,es,Sevilla,Ubrique,3.0,3,1,1,1,0,Andalucía,Andalucía,Sevilla,Cádiz,No
235598,2017-12-25,2017,52,12,es,Sevilla,Aljaraque,13.0,1,4,1,3,0,Andalucía,Andalucía,Sevilla,Huelva,No
243984,2017-12-25,2017,52,12,es,Sevilla,Cortegana,3.0,1,2,1,2,0,Andalucía,Andalucía,Sevilla,Huelva,No
17534,2018-01-01,2018,1,1,es,Sevilla,Granada,87.0,28,45,16,45,1,Andalucía,Andalucía,Sevilla,Granada,No
62512,2018-01-01,2018,1,1,es,Sevilla,Jerez de la Frontera,57.0,5,29,4,28,0,Andalucía,Andalucía,Sevilla,Cádiz,No
70656,2018-01-01,2018,1,1,es,Sevilla,Algeciras,61.0,18,29,11,28,0,Andalucía,Andalucía,Sevilla,Cádiz,No
74424,2018-01-01,2018,1,1,es,Sevilla,El Puerto de Santa María,17.0,2,8,2,8,0,Andalucía,Andalucía,Sevilla,Cádiz,No
80213,2018-01-01,2018,1,1,es,Sevilla,Marbella,16.0,4,7,3,7,0,Andalucía,Andalucía,Sevilla,Málaga,No
83555,2018-01-01,2018,1,1,es,Sevilla,San Fernando,18.0,3,9,2,9,0,Andalucía,Andalucía,Sevilla,Cádiz,No
100539,2018-01-01,2018,1,1,es,Sevilla,Málaga,126.0,41,59,26,57,0,Andalucía,Andalucía,Sevilla,Málaga,No
112563,2018-01-01,2018,1,1,es,Sevilla,Jaén,24.0,3,11,3,11,1,Andalucía,Andalucía,Sevilla,Jaén,No
124953,2018-01-01,2018,1,1,es,Sevilla,Córdoba,130.0,18,55,10,53,2,Andalucía,Andalucía,Sevilla,Córdoba,No
130785,2018-01-01,2018,1,1,es,Sevilla,Chiclana de la Frontera,8.0,2,5,2,5,0,Andalucía,Andalucía,Sevilla,Cádiz,No
