,DIA,AÑO,SEMANA,MES,PAIS,ORIGEN,DESTINO,ASIENTOS_OFERTADOS,ASIENTOS_CONFIRMADOS,VIAJES_OFERTADOS,VIAJES_CONFIRMADOS,OFERTANTES,OFERTANTES_NUEVOS,CA_ORIGEN,CA_DESTINO,PROVINCIA_ORIGEN,PROVINCIA_DESTINO,INTERPROVINCIAL
628211,2018-05-03,2018,18,5,es,Valdepeñas,Albacete,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
628247,2018-10-24,2018,43,10,es,Valdepeñas,Albacete,7.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
713255,2019-05-03,2019,18,5,es,Valdepeñas,Toledo,13.0,4,5,2,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
628335,2019-10-24,2019,43,10,es,Valdepeñas,Albacete,6.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
737110,2019-10-24,2019,43,10,es,Valdepeñas,Tomelloso,9.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
713096,2018-02-16,2018,7,2,es,Valdepeñas,Toledo,7.0,3,4,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
713166,2018-08-17,2018,33,8,es,Valdepeñas,Toledo,9.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
705802,2019-09-03,2019,36,9,es,Valdepeñas,Villarrobledo,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
713257,2019-09-03,2019,36,9,es,Valdepeñas,Toledo,9.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
713095,2018-02-14,2018,7,2,es,Valdepeñas,Toledo,11.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
739061,2018-08-06,2018,32,8,es,Valdepeñas,Cuenca,9.0,1,5,1,5,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Cuenca,No
628274,2019-02-14,2019,7,2,es,Valdepeñas,Albacete,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
713131,2018-05-21,2018,21,5,es,Valdepeñas,Toledo,17.0,1,8,1,8,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
755151,2018-05-21,2018,21,5,es,Valdepeñas,Talavera de la Reina,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725756,2019-08-22,2019,34,8,es,Valdepeñas,Ciudad Real,9.0,1,5,2,3,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
628319,2019-08-25,2019,34,8,es,Valdepeñas,Albacete,12.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
713330,2019-08-25,2019,34,8,es,Valdepeñas,Toledo,24.0,3,10,3,10,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725759,2019-08-31,2019,35,8,es,Valdepeñas,Ciudad Real,3.0,3,2,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
713222,2018-12-28,2018,52,12,es,Valdepeñas,Toledo,9.0,2,5,2,5,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
713102,2018-08-03,2018,31,8,es,Valdepeñas,Toledo,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
887753,2018-08-03,2018,31,8,es,Valdepeñas,San Clemente,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Cuenca,No
713256,2019-08-03,2019,31,8,es,Valdepeñas,Toledo,13.0,2,6,2,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725751,2019-08-03,2019,31,8,es,Valdepeñas,Ciudad Real,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
713077,2018-06-01,2018,22,6,es,Valdepeñas,Toledo,7.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
628240,2018-09-21,2018,38,9,es,Valdepeñas,Albacete,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
713179,2018-09-21,2018,38,9,es,Valdepeñas,Toledo,20.0,2,11,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725745,2018-09-21,2018,38,9,es,Valdepeñas,Ciudad Real,7.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
628265,2019-06-01,2019,22,6,es,Valdepeñas,Albacete,2.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
713224,2019-06-01,2019,22,6,es,Valdepeñas,Toledo,21.0,4,9,2,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
755167,2019-06-01,2019,22,6,es,Valdepeñas,Talavera de la Reina,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
713339,2019-09-21,2019,38,9,es,Valdepeñas,Toledo,19.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725762,2019-09-21,2019,38,9,es,Valdepeñas,Ciudad Real,3.0,1,2,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
713264,2019-03-19,2019,12,3,es,Valdepeñas,Toledo,20.0,6,7,3,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
713119,2018-04-25,2018,17,4,es,Valdepeñas,Toledo,7.0,1,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
713129,2018-05-15,2018,20,5,es,Valdepeñas,Toledo,12.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
713290,2019-05-15,2019,20,5,es,Valdepeñas,Toledo,5.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
628238,2018-09-14,2018,37,9,es,Valdepeñas,Albacete,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
713129,2018-05-15,2018,20,5,es,Valdepeñas,Toledo,12.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
713177,2018-09-17,2018,38,9,es,Valdepeñas,Toledo,35.0,1,12,1,11,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
755156,2018-09-17,2018,38,9,es,Valdepeñas,Talavera de la Reina,4.0,1,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
713290,2019-05-15,2019,20,5,es,Valdepeñas,Toledo,5.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
628326,2019-09-17,2019,38,9,es,Valdepeñas,Albacete,3.0,1,1,1,1,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
628310,2019-09-07,2019,36,9,es,Valdepeñas,Albacete,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
713317,2019-09-07,2019,36,9,es,Valdepeñas,Toledo,11.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
705804,2019-02-05,2019,6,2,es,Valdepeñas,Villarrobledo,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
705802,2019-09-03,2019,36,9,es,Valdepeñas,Villarrobledo,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
713257,2019-09-03,2019,36,9,es,Valdepeñas,Toledo,9.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
737082,2018-02-02,2018,5,2,es,Valdepeñas,Tomelloso,11.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
755143,2018-02-02,2018,5,2,es,Valdepeñas,Talavera de la Reina,3.0,2,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
713084,2018-01-23,2018,4,1,es,Valdepeñas,Toledo,15.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
713089,2018-04-02,2018,14,4,es,Valdepeñas,Toledo,17.0,4,13,3,13,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725744,2018-04-02,2018,14,4,es,Valdepeñas,Ciudad Real,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
628270,2019-04-02,2019,14,4,es,Valdepeñas,Albacete,3.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
713129,2018-05-15,2018,20,5,es,Valdepeñas,Toledo,12.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
713290,2019-05-15,2019,20,5,es,Valdepeñas,Toledo,5.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
628195,2017-03-12,2017,10,3,es,Valdepeñas,Albacete,16.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
713065,2017-03-12,2017,10,3,es,Valdepeñas,Toledo,26.0,5,14,2,14,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725759,2019-08-31,2019,35,8,es,Valdepeñas,Ciudad Real,3.0,3,2,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
713129,2018-05-15,2018,20,5,es,Valdepeñas,Toledo,12.0,1,7,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
713290,2019-05-15,2019,20,5,es,Valdepeñas,Toledo,5.0,2,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
628298,2019-05-19,2019,20,5,es,Valdepeñas,Albacete,5.0,2,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
755182,2019-05-19,2019,20,5,es,Valdepeñas,Talavera de la Reina,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
627795,2019-09-01,2019,35,9,es,Tomelloso,Albacete,13.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
725543,2019-09-01,2019,35,9,es,Tomelloso,Ciudad Real,27.0,1,10,1,10,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
627552,2017-10-12,2017,41,10,es,Tomelloso,Albacete,19.0,5,17,4,17,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
712678,2017-10-12,2017,41,10,es,Tomelloso,Toledo,23.0,4,15,4,14,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725311,2017-10-12,2017,41,10,es,Tomelloso,Ciudad Real,15.0,2,9,1,9,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
738980,2017-10-12,2017,41,10,es,Tomelloso,Cuenca,5.0,2,3,2,3,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Cuenca,No
755056,2017-10-12,2017,41,10,es,Tomelloso,Talavera de la Reina,3.0,1,2,1,2,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
454408,2017-12-25,2017,52,12,es,Tomelloso,Guadalajara,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Guadalajara,No
627561,2017-12-25,2017,52,12,es,Tomelloso,Albacete,25.0,5,12,4,12,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
725321,2017-12-25,2017,52,12,es,Tomelloso,Ciudad Real,9.0,2,3,1,3,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
738983,2017-12-25,2017,52,12,es,Tomelloso,Cuenca,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Cuenca,No
755057,2017-12-25,2017,52,12,es,Tomelloso,Talavera de la Reina,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
627566,2018-01-01,2018,1,1,es,Tomelloso,Albacete,24.0,2,10,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
725325,2018-01-01,2018,1,1,es,Tomelloso,Ciudad Real,11.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
738984,2018-01-01,2018,1,1,es,Tomelloso,Cuenca,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Cuenca,No
807814,2018-01-01,2018,1,1,es,Tomelloso,Puertollano,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
703536,2018-01-06,2018,1,1,es,Tomelloso,Valdepeñas,15.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
712757,2018-01-06,2018,1,1,es,Tomelloso,Toledo,8.0,2,4,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725413,2018-01-06,2018,1,1,es,Tomelloso,Ciudad Real,25.0,1,11,1,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
725372,2018-03-29,2018,13,3,es,Tomelloso,Ciudad Real,10.0,1,4,1,4,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
755065,2018-03-30,2018,13,3,es,Tomelloso,Talavera de la Reina,3.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
627568,2018-05-01,2018,18,5,es,Tomelloso,Albacete,14.0,1,6,1,6,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
712689,2018-05-01,2018,18,5,es,Tomelloso,Toledo,9.0,1,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725326,2018-05-01,2018,18,5,es,Tomelloso,Ciudad Real,19.0,2,7,2,7,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
712789,2018-08-15,2018,33,8,es,Tomelloso,Toledo,11.0,2,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
627779,2018-10-12,2018,41,10,es,Tomelloso,Albacete,21.0,5,9,4,9,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
703549,2018-10-12,2018,41,10,es,Tomelloso,Valdepeñas,4.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
712846,2018-10-12,2018,41,10,es,Tomelloso,Toledo,16.0,3,7,3,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725525,2018-10-12,2018,41,10,es,Tomelloso,Ciudad Real,12.0,2,6,2,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
739022,2018-10-12,2018,41,10,es,Tomelloso,Cuenca,8.0,1,4,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Cuenca,No
725331,2018-11-01,2018,44,11,es,Tomelloso,Ciudad Real,9.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
712764,2018-12-06,2018,49,12,es,Tomelloso,Toledo,10.0,2,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725419,2018-12-06,2018,49,12,es,Tomelloso,Ciudad Real,30.0,1,11,1,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
725450,2018-12-08,2018,49,12,es,Tomelloso,Ciudad Real,10.0,1,4,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
739009,2018-12-08,2018,49,12,es,Tomelloso,Cuenca,5.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Cuenca,No
627787,2018-12-25,2018,52,12,es,Tomelloso,Albacete,28.0,3,10,2,10,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
712852,2018-12-25,2018,52,12,es,Tomelloso,Toledo,18.0,1,9,1,7,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
755083,2018-12-25,2018,52,12,es,Tomelloso,Talavera de la Reina,4.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
627789,2019-01-01,2019,1,1,es,Tomelloso,Albacete,15.0,1,8,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
712912,2019-04-19,2019,16,4,es,Tomelloso,Toledo,10.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725610,2019-04-19,2019,16,4,es,Tomelloso,Ciudad Real,15.0,2,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
627792,2019-05-01,2019,18,5,es,Tomelloso,Albacete,6.0,2,3,2,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
627797,2019-11-01,2019,44,11,es,Tomelloso,Albacete,26.0,1,11,1,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
725545,2019-11-01,2019,44,11,es,Tomelloso,Ciudad Real,30.0,1,12,1,12,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
755085,2019-11-01,2019,44,11,es,Tomelloso,Talavera de la Reina,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
627900,2019-12-06,2019,49,12,es,Tomelloso,Albacete,13.0,3,6,3,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
712946,2019-12-06,2019,49,12,es,Tomelloso,Toledo,18.0,1,7,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
627686,2018-06-25,2018,26,6,es,Tomelloso,Albacete,22.0,2,13,2,13,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
712770,2018-06-25,2018,26,6,es,Tomelloso,Toledo,8.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725428,2018-06-25,2018,26,6,es,Tomelloso,Ciudad Real,17.0,2,7,2,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
627709,2018-09-08,2018,36,9,es,Tomelloso,Albacete,19.0,2,9,2,9,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
627910,2019-06-25,2019,26,6,es,Tomelloso,Albacete,22.0,3,9,2,9,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
703558,2019-06-25,2019,26,6,es,Tomelloso,Valdepeñas,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
725651,2019-06-25,2019,26,6,es,Tomelloso,Ciudad Real,7.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
627934,2019-09-08,2019,36,9,es,Tomelloso,Albacete,22.0,1,10,1,10,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
725673,2019-09-08,2019,36,9,es,Tomelloso,Ciudad Real,31.0,1,12,1,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
800427,2019-09-08,2019,36,9,es,Tomelloso,La Roda,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
627611,2018-05-03,2018,18,5,es,Tomelloso,Albacete,16.0,1,8,1,8,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
712716,2018-05-03,2018,18,5,es,Tomelloso,Toledo,3.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
627751,2018-10-24,2018,43,10,es,Tomelloso,Albacete,16.0,1,6,1,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
627833,2019-05-03,2019,18,5,es,Tomelloso,Albacete,25.0,3,12,2,12,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
712890,2019-05-03,2019,18,5,es,Tomelloso,Toledo,9.0,7,6,5,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725582,2019-05-03,2019,18,5,es,Tomelloso,Ciudad Real,24.0,7,9,6,9,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
807818,2019-05-03,2019,18,5,es,Tomelloso,Puertollano,2.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
627985,2019-10-24,2019,43,10,es,Tomelloso,Albacete,30.0,1,11,1,10,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
725723,2019-10-24,2019,43,10,es,Tomelloso,Ciudad Real,29.0,1,10,1,10,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
627599,2018-02-16,2018,7,2,es,Tomelloso,Albacete,39.0,3,18,3,18,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
712790,2018-08-17,2018,33,8,es,Tomelloso,Toledo,12.0,1,5,1,5,1,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725453,2018-08-17,2018,33,8,es,Tomelloso,Ciudad Real,6.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
627821,2019-02-16,2019,7,2,es,Tomelloso,Albacete,14.0,2,5,1,5,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
725570,2019-02-16,2019,7,2,es,Tomelloso,Ciudad Real,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
762183,2019-02-16,2019,7,2,es,Tomelloso,Hellín,1.0,1,1,1,1,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
712975,2019-08-17,2019,33,8,es,Tomelloso,Toledo,6.0,1,2,1,2,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
725677,2019-08-17,2019,33,8,es,Tomelloso,Ciudad Real,15.0,2,6,2,6,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
627632,2018-05-04,2018,18,5,es,Tomelloso,Albacete,17.0,1,8,1,8,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
712725,2018-05-04,2018,18,5,es,Tomelloso,Toledo,7.0,2,3,2,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
627615,2018-09-03,2018,36,9,es,Tomelloso,Albacete,28.0,2,11,2,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
712717,2018-09-03,2018,36,9,es,Tomelloso,Toledo,9.0,1,3,1,3,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Toledo,No
627851,2019-05-04,2019,18,5,es,Tomelloso,Albacete,34.0,1,18,1,18,2,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Albacete,No
725600,2019-05-04,2019,18,5,es,Tomelloso,Ciudad Real,30.0,1,11,1,11,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
703553,2019-09-03,2019,36,9,es,Tomelloso,Valdepeñas,11.0,1,4,1,4,0,Castilla-La Mancha,Castilla-La Mancha,Ciudad Real,Ciudad Real,Si
