,DIA,AÑO,SEMANA,MES,PAIS,ORIGEN,DESTINO,ASIENTOS_OFERTADOS,ASIENTOS_CONFIRMADOS,VIAJES_OFERTADOS,VIAJES_CONFIRMADOS,OFERTANTES,OFERTANTES_NUEVOS,CA_ORIGEN,CA_DESTINO,PROVINCIA_ORIGEN,PROVINCIA_DESTINO,INTERPROVINCIAL
391531,2019-01-01,2019,1,1,es,Puente Genil,Sevilla,2.0,2,2,2,2,0,Andalucía,Andalucía,Córdoba,Sevilla,No
577820,2019-01-01,2019,1,1,es,Puente Genil,Málaga,12.0,2,4,2,4,0,Andalucía,Andalucía,Córdoba,Málaga,No
577881,2019-08-15,2019,33,8,es,Puente Genil,Málaga,6.0,1,2,1,2,0,Andalucía,Andalucía,Córdoba,Málaga,No
307572,2019-11-01,2019,44,11,es,Puente Genil,Granada,5.0,1,3,1,2,1,Andalucía,Andalucía,Córdoba,Granada,No
682639,2019-11-01,2019,44,11,es,Puente Genil,Córdoba,9.0,1,11,1,3,1,Andalucía,Andalucía,Córdoba,Córdoba,Si
391592,2019-12-06,2019,49,12,es,Puente Genil,Sevilla,10.0,1,4,1,4,0,Andalucía,Andalucía,Córdoba,Sevilla,No
577865,2019-12-06,2019,49,12,es,Puente Genil,Málaga,9.0,2,3,1,3,0,Andalucía,Andalucía,Córdoba,Málaga,No
692237,2019-05-08,2019,19,5,es,Puente Genil,Chiclana de la Frontera,1.0,1,1,1,1,1,Andalucía,Andalucía,Córdoba,Cádiz,No
307530,2017-11-27,2017,48,11,es,Puente Genil,Granada,1.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Granada,No
577732,2017-11-27,2017,48,11,es,Puente Genil,Málaga,6.0,1,3,1,3,0,Andalucía,Andalucía,Córdoba,Málaga,No
307554,2018-09-21,2018,38,9,es,Puente Genil,Granada,3.0,2,1,1,1,1,Andalucía,Andalucía,Córdoba,Granada,No
391505,2018-09-21,2018,38,9,es,Puente Genil,Sevilla,23.0,1,8,1,8,1,Andalucía,Andalucía,Córdoba,Sevilla,No
682634,2018-11-27,2018,48,11,es,Puente Genil,Córdoba,3.0,1,7,2,1,0,Andalucía,Andalucía,Córdoba,Córdoba,Si
577863,2019-05-31,2019,22,5,es,Puente Genil,Málaga,4.0,1,2,1,2,0,Andalucía,Andalucía,Córdoba,Málaga,No
391633,2019-09-21,2019,38,9,es,Puente Genil,Sevilla,9.0,1,3,1,3,1,Andalucía,Andalucía,Córdoba,Sevilla,No
391517,2018-10-24,2018,43,10,es,Puente Genil,Sevilla,13.0,1,4,1,4,0,Andalucía,Andalucía,Córdoba,Sevilla,No
307598,2019-09-09,2019,37,9,es,Puente Genil,Granada,4.0,1,2,1,2,0,Andalucía,Andalucía,Córdoba,Granada,No
391627,2019-09-09,2019,37,9,es,Puente Genil,Sevilla,9.0,1,3,1,3,0,Andalucía,Andalucía,Córdoba,Sevilla,No
682658,2019-09-09,2019,37,9,es,Puente Genil,Córdoba,7.0,1,3,1,3,0,Andalucía,Andalucía,Córdoba,Córdoba,Si
577896,2019-10-24,2019,43,10,es,Puente Genil,Málaga,15.0,1,5,1,5,0,Andalucía,Andalucía,Córdoba,Málaga,No
391568,2019-05-04,2019,18,5,es,Puente Genil,Sevilla,12.0,2,4,1,4,0,Andalucía,Andalucía,Córdoba,Sevilla,No
307592,2019-05-07,2019,19,5,es,Puente Genil,Granada,3.0,2,1,1,1,0,Andalucía,Andalucía,Córdoba,Granada,No
391605,2019-05-07,2019,19,5,es,Puente Genil,Sevilla,14.0,1,5,1,5,0,Andalucía,Andalucía,Córdoba,Sevilla,No
391629,2019-09-15,2019,37,9,es,Puente Genil,Sevilla,12.0,1,5,1,5,1,Andalucía,Andalucía,Córdoba,Sevilla,No
577886,2019-09-15,2019,37,9,es,Puente Genil,Málaga,7.0,1,2,1,2,0,Andalucía,Andalucía,Córdoba,Málaga,No
307537,2018-03-16,2018,11,3,es,Puente Genil,Granada,14.0,1,5,1,4,1,Andalucía,Andalucía,Córdoba,Granada,No
391453,2018-05-03,2018,18,5,es,Puente Genil,Sevilla,1.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Sevilla,No
391560,2019-03-16,2019,11,3,es,Puente Genil,Sevilla,5.0,2,4,1,4,1,Andalucía,Andalucía,Córdoba,Sevilla,No
307580,2019-05-03,2019,18,5,es,Puente Genil,Granada,4.0,1,2,1,2,0,Andalucía,Andalucía,Córdoba,Granada,No
391492,2018-08-20,2018,34,8,es,Puente Genil,Sevilla,3.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Sevilla,No
682627,2018-08-20,2018,34,8,es,Puente Genil,Córdoba,2.0,2,1,1,1,0,Andalucía,Andalucía,Córdoba,Córdoba,Si
391619,2019-08-19,2019,34,8,es,Puente Genil,Sevilla,20.0,2,7,1,7,1,Andalucía,Andalucía,Córdoba,Sevilla,No
682657,2019-08-19,2019,34,8,es,Puente Genil,Córdoba,3.0,1,6,2,3,1,Andalucía,Andalucía,Córdoba,Córdoba,Si
307598,2019-09-09,2019,37,9,es,Puente Genil,Granada,4.0,1,2,1,2,0,Andalucía,Andalucía,Córdoba,Granada,No
391627,2019-09-09,2019,37,9,es,Puente Genil,Sevilla,9.0,1,3,1,3,0,Andalucía,Andalucía,Córdoba,Sevilla,No
682658,2019-09-09,2019,37,9,es,Puente Genil,Córdoba,7.0,1,3,1,3,0,Andalucía,Andalucía,Córdoba,Córdoba,Si
391419,2017-06-11,2017,23,6,es,Puente Genil,Sevilla,5.0,1,3,1,3,0,Andalucía,Andalucía,Córdoba,Sevilla,No
307562,2018-10-19,2018,42,10,es,Puente Genil,Granada,3.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Granada,No
461660,2019-10-19,2019,42,10,es,Puente Genil,Jerez de la Frontera,3.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Cádiz,No
391613,2019-07-25,2019,30,7,es,Puente Genil,Sevilla,9.0,1,4,1,4,0,Andalucía,Andalucía,Córdoba,Sevilla,No
577878,2019-07-25,2019,30,7,es,Puente Genil,Málaga,4.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Málaga,No
997918,2019-09-08,2019,36,9,es,Puente Genil,Rota,3.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Cádiz,No
391453,2018-05-03,2018,18,5,es,Puente Genil,Sevilla,1.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Sevilla,No
307580,2019-05-03,2019,18,5,es,Puente Genil,Granada,4.0,1,2,1,2,0,Andalucía,Andalucía,Córdoba,Granada,No
391434,2017-12-26,2017,52,12,es,Puente Genil,Sevilla,5.0,1,2,1,2,0,Andalucía,Andalucía,Córdoba,Sevilla,No
577736,2017-12-26,2017,52,12,es,Puente Genil,Málaga,3.0,3,1,1,1,0,Andalucía,Andalucía,Córdoba,Málaga,No
791600,2018-06-25,2018,26,6,es,Puente Genil,Almería,1.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Almería,No
577785,2018-08-25,2018,34,8,es,Puente Genil,Málaga,3.0,2,1,1,1,0,Andalucía,Andalucía,Córdoba,Málaga,No
391598,2019-06-24,2019,26,6,es,Puente Genil,Sevilla,13.0,1,7,1,7,0,Andalucía,Andalucía,Córdoba,Sevilla,No
577868,2019-06-24,2019,26,6,es,Puente Genil,Málaga,3.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Málaga,No
391463,2018-04-16,2018,16,4,es,Puente Genil,Sevilla,7.0,3,3,2,3,0,Andalucía,Andalucía,Córdoba,Sevilla,No
391571,2019-04-16,2019,16,4,es,Puente Genil,Sevilla,6.0,1,2,1,2,0,Andalucía,Andalucía,Córdoba,Sevilla,No
391602,2019-06-28,2019,26,6,es,Puente Genil,Sevilla,2.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Sevilla,No
461656,2019-06-28,2019,26,6,es,Puente Genil,Jerez de la Frontera,2.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Cádiz,No
682654,2019-06-28,2019,26,6,es,Puente Genil,Córdoba,2.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Córdoba,Si
391600,2019-06-26,2019,26,6,es,Puente Genil,Sevilla,13.0,1,5,1,5,1,Andalucía,Andalucía,Córdoba,Sevilla,No
577869,2019-06-26,2019,26,6,es,Puente Genil,Málaga,6.0,2,2,1,2,0,Andalucía,Andalucía,Córdoba,Málaga,No
577871,2019-10-07,2019,41,10,es,Puente Genil,Málaga,9.0,1,3,1,3,0,Andalucía,Andalucía,Córdoba,Málaga,No
391434,2017-12-26,2017,52,12,es,Puente Genil,Sevilla,5.0,1,2,1,2,0,Andalucía,Andalucía,Córdoba,Sevilla,No
577736,2017-12-26,2017,52,12,es,Puente Genil,Málaga,3.0,3,1,1,1,0,Andalucía,Andalucía,Córdoba,Málaga,No
791600,2018-06-25,2018,26,6,es,Puente Genil,Almería,1.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Almería,No
577785,2018-08-25,2018,34,8,es,Puente Genil,Málaga,3.0,2,1,1,1,0,Andalucía,Andalucía,Córdoba,Málaga,No
391598,2019-06-24,2019,26,6,es,Puente Genil,Sevilla,13.0,1,7,1,7,0,Andalucía,Andalucía,Córdoba,Sevilla,No
577868,2019-06-24,2019,26,6,es,Puente Genil,Málaga,3.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Málaga,No
391581,2019-05-13,2019,20,5,es,Puente Genil,Sevilla,7.0,2,4,2,4,0,Andalucía,Andalucía,Córdoba,Sevilla,No
391492,2018-08-20,2018,34,8,es,Puente Genil,Sevilla,3.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Sevilla,No
682627,2018-08-20,2018,34,8,es,Puente Genil,Córdoba,2.0,2,1,1,1,0,Andalucía,Andalucía,Córdoba,Córdoba,Si
391637,2019-06-10,2019,24,6,es,Puente Genil,Sevilla,22.0,1,11,1,11,0,Andalucía,Andalucía,Córdoba,Sevilla,No
461659,2019-06-10,2019,24,6,es,Puente Genil,Jerez de la Frontera,4.0,1,2,1,1,0,Andalucía,Andalucía,Córdoba,Cádiz,No
577890,2019-06-10,2019,24,6,es,Puente Genil,Málaga,7.0,1,3,1,3,0,Andalucía,Andalucía,Córdoba,Málaga,No
577883,2019-08-20,2019,34,8,es,Puente Genil,Málaga,9.0,2,3,2,3,0,Andalucía,Andalucía,Córdoba,Málaga,No
577808,2018-02-12,2018,7,2,es,Puente Genil,Málaga,7.0,1,5,1,5,0,Andalucía,Andalucía,Córdoba,Málaga,No
886684,2018-02-12,2018,7,2,es,Puente Genil,Puerto Real,3.0,2,2,1,2,0,Andalucía,Andalucía,Córdoba,Cádiz,No
577871,2019-10-07,2019,41,10,es,Puente Genil,Málaga,9.0,1,3,1,3,0,Andalucía,Andalucía,Córdoba,Málaga,No
391507,2018-09-24,2018,39,9,es,Puente Genil,Sevilla,21.0,1,10,1,9,1,Andalucía,Andalucía,Córdoba,Sevilla,No
461649,2018-09-24,2018,39,9,es,Puente Genil,Jerez de la Frontera,2.0,1,2,1,2,0,Andalucía,Andalucía,Córdoba,Cádiz,No
577885,2019-10-09,2019,41,10,es,Puente Genil,Málaga,6.0,1,2,1,2,0,Andalucía,Andalucía,Córdoba,Málaga,No
391484,2018-07-16,2018,29,7,es,Puente Genil,Sevilla,6.0,2,3,2,3,0,Andalucía,Andalucía,Córdoba,Sevilla,No
391600,2019-06-26,2019,26,6,es,Puente Genil,Sevilla,13.0,1,5,1,5,1,Andalucía,Andalucía,Córdoba,Sevilla,No
577869,2019-06-26,2019,26,6,es,Puente Genil,Málaga,6.0,2,2,1,2,0,Andalucía,Andalucía,Córdoba,Málaga,No
391611,2019-07-16,2019,29,7,es,Puente Genil,Sevilla,10.0,1,4,1,4,0,Andalucía,Andalucía,Córdoba,Sevilla,No
577761,2018-04-26,2018,17,4,es,Puente Genil,Málaga,3.0,1,1,1,1,0,Andalucía,Andalucía,Córdoba,Málaga,No
307584,2019-04-26,2019,17,4,es,Puente Genil,Granada,7.0,2,3,1,3,0,Andalucía,Andalucía,Córdoba,Granada,No
391575,2019-04-26,2019,17,4,es,Puente Genil,Sevilla,12.0,1,4,1,4,0,Andalucía,Andalucía,Córdoba,Sevilla,No
307598,2019-09-09,2019,37,9,es,Puente Genil,Granada,4.0,1,2,1,2,0,Andalucía,Andalucía,Córdoba,Granada,No
391627,2019-09-09,2019,37,9,es,Puente Genil,Sevilla,9.0,1,3,1,3,0,Andalucía,Andalucía,Córdoba,Sevilla,No
682658,2019-09-09,2019,37,9,es,Puente Genil,Córdoba,7.0,1,3,1,3,0,Andalucía,Andalucía,Córdoba,Córdoba,Si
391628,2019-09-13,2019,37,9,es,Puente Genil,Sevilla,14.0,1,4,1,4,0,Andalucía,Andalucía,Córdoba,Sevilla,No
576138,2019-08-28,2019,35,8,es,Motril,Málaga,9.0,3,3,2,3,0,Andalucía,Andalucía,Granada,Málaga,No
304621,2017-10-12,2017,41,10,es,Motril,Granada,32.0,2,20,3,17,2,Andalucía,Andalucía,Granada,Granada,Si
575589,2017-10-12,2017,41,10,es,Motril,Málaga,13.0,9,11,5,11,3,Andalucía,Andalucía,Granada,Málaga,No
789278,2017-10-12,2017,41,10,es,Motril,Almería,30.0,3,16,2,16,1,Andalucía,Andalucía,Granada,Almería,No
304629,2017-12-25,2017,52,12,es,Motril,Granada,19.0,4,13,4,11,1,Andalucía,Andalucía,Granada,Granada,Si
387561,2017-12-25,2017,52,12,es,Motril,Sevilla,1.0,1,1,1,1,0,Andalucía,Andalucía,Granada,Sevilla,No
304632,2018-01-01,2018,1,1,es,Motril,Granada,21.0,1,12,1,12,0,Andalucía,Andalucía,Granada,Granada,Si
789285,2018-01-01,2018,1,1,es,Motril,Almería,14.0,3,6,2,6,0,Andalucía,Andalucía,Granada,Almería,No
575734,2018-01-06,2018,1,1,es,Motril,Málaga,51.0,5,19,3,17,0,Andalucía,Andalucía,Granada,Málaga,No
789351,2018-01-06,2018,1,1,es,Motril,Almería,19.0,2,9,2,9,0,Andalucía,Andalucía,Granada,Almería,No
304672,2018-03-29,2018,13,3,es,Motril,Granada,11.0,1,7,1,7,0,Andalucía,Andalucía,Granada,Granada,Si
575679,2018-03-29,2018,13,3,es,Motril,Málaga,32.0,4,12,4,12,1,Andalucía,Andalucía,Granada,Málaga,No
680758,2018-03-29,2018,13,3,es,Motril,Córdoba,1.0,1,1,1,1,0,Andalucía,Andalucía,Granada,Córdoba,No
304673,2018-03-30,2018,13,3,es,Motril,Granada,15.0,3,7,2,7,0,Andalucía,Andalucía,Granada,Granada,Si
575680,2018-03-30,2018,13,3,es,Motril,Málaga,16.0,1,6,1,6,0,Andalucía,Andalucía,Granada,Málaga,No
789323,2018-03-30,2018,13,3,es,Motril,Almería,9.0,2,6,1,6,0,Andalucía,Andalucía,Granada,Almería,No
575608,2018-05-01,2018,18,5,es,Motril,Málaga,15.0,1,6,1,5,0,Andalucía,Andalucía,Granada,Málaga,No
575805,2018-08-15,2018,33,8,es,Motril,Málaga,38.0,10,15,5,15,1,Andalucía,Andalucía,Granada,Málaga,No
656552,2018-08-15,2018,33,8,es,Motril,Jaén,12.0,1,6,1,6,1,Andalucía,Andalucía,Granada,Jaén,No
789384,2018-08-15,2018,33,8,es,Motril,Almería,10.0,2,6,1,6,0,Andalucía,Andalucía,Granada,Almería,No
843762,2018-08-15,2018,33,8,es,Motril,Vera,4.0,2,2,1,1,0,Andalucía,Andalucía,Granada,Almería,No
847471,2018-08-15,2018,33,8,es,Motril,Mojácar,4.0,2,2,1,2,0,Andalucía,Andalucía,Granada,Almería,No
304829,2018-10-12,2018,41,10,es,Motril,Granada,25.0,2,16,1,12,1,Andalucía,Andalucía,Granada,Granada,Si
575906,2018-10-12,2018,41,10,es,Motril,Málaga,17.0,2,6,2,6,0,Andalucía,Andalucía,Granada,Málaga,No
789449,2018-10-12,2018,41,10,es,Motril,Almería,7.0,3,5,2,5,0,Andalucía,Andalucía,Granada,Almería,No
304637,2018-11-01,2018,44,11,es,Motril,Granada,7.0,1,5,1,3,0,Andalucía,Andalucía,Granada,Granada,Si
575613,2018-11-01,2018,44,11,es,Motril,Málaga,8.0,2,3,2,3,0,Andalucía,Andalucía,Granada,Málaga,No
304715,2018-12-06,2018,49,12,es,Motril,Granada,6.0,4,6,3,3,1,Andalucía,Andalucía,Granada,Granada,Si
575745,2018-12-06,2018,49,12,es,Motril,Málaga,20.0,1,8,1,8,1,Andalucía,Andalucía,Granada,Málaga,No
304758,2018-12-08,2018,49,12,es,Motril,Granada,54.0,1,52,12,24,5,Andalucía,Andalucía,Granada,Granada,Si
387612,2018-12-08,2018,49,12,es,Motril,Sevilla,17.0,3,7,2,7,0,Andalucía,Andalucía,Granada,Sevilla,No
526110,2018-12-08,2018,49,12,es,Motril,Marbella,25.0,2,11,1,8,0,Andalucía,Andalucía,Granada,Málaga,No
575802,2018-12-08,2018,49,12,es,Motril,Málaga,36.0,9,19,5,19,3,Andalucía,Andalucía,Granada,Málaga,No
656551,2018-12-08,2018,49,12,es,Motril,Jaén,27.0,2,10,2,9,2,Andalucía,Andalucía,Granada,Jaén,No
789381,2018-12-08,2018,49,12,es,Motril,Almería,21.0,2,11,2,11,2,Andalucía,Andalucía,Granada,Almería,No
910333,2018-12-08,2018,49,12,es,Motril,Roquetas de Mar,9.0,1,5,1,5,0,Andalucía,Andalucía,Granada,Almería,No
931792,2018-12-08,2018,49,12,es,Motril,Manilva,1.0,1,1,1,1,0,Andalucía,Andalucía,Granada,Málaga,No
304835,2018-12-25,2018,52,12,es,Motril,Granada,32.0,1,15,3,12,2,Andalucía,Andalucía,Granada,Granada,Si
387651,2018-12-25,2018,52,12,es,Motril,Sevilla,5.0,1,3,1,3,0,Andalucía,Andalucía,Granada,Sevilla,No
575919,2018-12-25,2018,52,12,es,Motril,Málaga,28.0,3,10,2,10,0,Andalucía,Andalucía,Granada,Málaga,No
789456,2018-12-25,2018,52,12,es,Motril,Almería,17.0,1,6,1,6,0,Andalucía,Andalucía,Granada,Almería,No
832485,2018-12-25,2018,52,12,es,Motril,Cádiz,2.0,2,3,2,3,0,Andalucía,Andalucía,Granada,Cádiz,No
304841,2019-01-01,2019,1,1,es,Motril,Granada,39.0,5,16,4,15,0,Andalucía,Andalucía,Granada,Granada,Si
387653,2019-01-01,2019,1,1,es,Motril,Sevilla,15.0,2,7,1,7,0,Andalucía,Andalucía,Granada,Sevilla,No
575926,2019-01-01,2019,1,1,es,Motril,Málaga,19.0,2,9,2,7,0,Andalucía,Andalucía,Granada,Málaga,No
789458,2019-01-01,2019,1,1,es,Motril,Almería,22.0,3,10,3,10,0,Andalucía,Andalucía,Granada,Almería,No
849884,2019-01-01,2019,1,1,es,Motril,Monachil,3.0,1,1,1,1,0,Andalucía,Andalucía,Granada,Granada,Si
304905,2019-04-19,2019,16,4,es,Motril,Granada,34.0,5,12,3,10,2,Andalucía,Andalucía,Granada,Granada,Si
480665,2019-04-19,2019,16,4,es,Motril,Algeciras,3.0,2,1,1,1,0,Andalucía,Andalucía,Granada,Cádiz,No
576018,2019-04-19,2019,16,4,es,Motril,Málaga,20.0,7,11,4,11,1,Andalucía,Andalucía,Granada,Málaga,No
304845,2019-05-01,2019,18,5,es,Motril,Granada,27.0,5,11,3,9,0,Andalucía,Andalucía,Granada,Granada,Si
575930,2019-05-01,2019,18,5,es,Motril,Málaga,10.0,1,4,1,4,0,Andalucía,Andalucía,Granada,Málaga,No
789459,2019-05-01,2019,18,5,es,Motril,Almería,10.0,1,4,1,4,0,Andalucía,Andalucía,Granada,Almería,No
910338,2019-05-01,2019,18,5,es,Motril,Roquetas de Mar,3.0,1,2,1,2,0,Andalucía,Andalucía,Granada,Almería,No
304995,2019-08-15,2019,33,8,es,Motril,Granada,40.0,1,41,6,14,2,Andalucía,Andalucía,Granada,Granada,Si
387711,2019-08-15,2019,33,8,es,Motril,Sevilla,5.0,4,2,2,2,0,Andalucía,Andalucía,Granada,Sevilla,No
576125,2019-08-15,2019,33,8,es,Motril,Málaga,28.0,4,15,2,13,2,Andalucía,Andalucía,Granada,Málaga,No
656599,2019-08-15,2019,33,8,es,Motril,Jaén,4.0,1,2,1,2,0,Andalucía,Andalucía,Granada,Jaén,No
768279,2019-08-15,2019,33,8,es,Motril,Vélez-Málaga,11.0,1,6,1,5,0,Andalucía,Andalucía,Granada,Málaga,No
789580,2019-08-15,2019,33,8,es,Motril,Almería,21.0,1,12,1,11,2,Andalucía,Andalucía,Granada,Almería,No
910356,2019-08-15,2019,33,8,es,Motril,Roquetas de Mar,11.0,1,4,1,4,0,Andalucía,Andalucía,Granada,Almería,No
304849,2019-11-01,2019,44,11,es,Motril,Granada,25.0,3,15,4,11,0,Andalucía,Andalucía,Granada,Granada,Si
460340,2019-11-01,2019,44,11,es,Motril,Jerez de la Frontera,6.0,2,2,1,1,0,Andalucía,Andalucía,Granada,Cádiz,No
575935,2019-11-01,2019,44,11,es,Motril,Málaga,47.0,4,17,3,15,0,Andalucía,Andalucía,Granada,Málaga,No
789463,2019-11-01,2019,44,11,es,Motril,Almería,10.0,1,5,1,5,0,Andalucía,Andalucía,Granada,Almería,No
843765,2019-11-01,2019,44,11,es,Motril,Vera,1.0,1,1,1,1,0,Andalucía,Andalucía,Granada,Almería,No
304941,2019-12-06,2019,49,12,es,Motril,Granada,9.0,1,7,1,4,1,Andalucía,Andalucía,Granada,Granada,Si
576066,2019-12-06,2019,49,12,es,Motril,Málaga,22.0,2,8,2,8,2,Andalucía,Andalucía,Granada,Málaga,No
789544,2019-12-06,2019,49,12,es,Motril,Almería,11.0,1,7,1,7,2,Andalucía,Andalucía,Granada,Almería,No
575695,2018-04-18,2018,16,4,es,Motril,Málaga,8.0,2,3,1,3,0,Andalucía,Andalucía,Granada,Málaga,No
304707,2018-05-31,2018,22,5,es,Motril,Granada,27.0,2,10,4,8,0,Andalucía,Andalucía,Granada,Granada,Si
575733,2018-05-31,2018,22,5,es,Motril,Málaga,21.0,2,9,2,8,1,Andalucía,Andalucía,Granada,Málaga,No
656535,2018-05-31,2018,22,5,es,Motril,Jaén,4.0,1,2,1,2,0,Andalucía,Andalucía,Granada,Jaén,No
387708,2019-05-08,2019,19,5,es,Motril,Sevilla,4.0,1,3,1,2,0,Andalucía,Andalucía,Granada,Sevilla,No
526132,2019-05-08,2019,19,5,es,Motril,Marbella,7.0,1,4,1,4,0,Andalucía,Andalucía,Granada,Málaga,No
576115,2019-05-08,2019,19,5,es,Motril,Málaga,28.0,6,14,3,14,0,Andalucía,Andalucía,Granada,Málaga,No
576072,2019-06-20,2019,25,6,es,Motril,Málaga,18.0,3,9,3,9,0,Andalucía,Andalucía,Granada,Málaga,No
304725,2018-06-26,2018,26,6,es,Motril,Granada,24.0,2,17,3,8,1,Andalucía,Andalucía,Granada,Granada,Si
575758,2018-06-26,2018,26,6,es,Motril,Málaga,17.0,2,9,2,8,0,Andalucía,Andalucía,Granada,Málaga,No
575577,2017-11-27,2017,48,11,es,Motril,Málaga,37.0,2,13,1,12,0,Andalucía,Andalucía,Granada,Málaga,No
789272,2017-11-27,2017,48,11,es,Motril,Almería,18.0,1,8,1,8,0,Andalucía,Andalucía,Granada,Almería,No
575837,2018-09-21,2018,38,9,es,Motril,Málaga,28.0,4,11,3,11,1,Andalucía,Andalucía,Granada,Málaga,No
789404,2018-09-21,2018,38,9,es,Motril,Almería,16.0,1,7,1,6,1,Andalucía,Andalucía,Granada,Almería,No
575894,2018-11-27,2018,48,11,es,Motril,Málaga,9.0,1,7,1,5,0,Andalucía,Andalucía,Granada,Málaga,No
789444,2018-11-27,2018,48,11,es,Motril,Almería,16.0,1,8,1,7,1,Andalucía,Andalucía,Granada,Almería,No
304931,2019-05-31,2019,22,5,es,Motril,Granada,27.0,6,18,6,12,2,Andalucía,Andalucía,Granada,Granada,Si
480668,2019-05-31,2019,22,5,es,Motril,Algeciras,2.0,1,1,1,1,0,Andalucía,Andalucía,Granada,Cádiz,No
576056,2019-05-31,2019,22,5,es,Motril,Málaga,32.0,6,12,4,11,3,Andalucía,Andalucía,Granada,Málaga,No
656582,2019-05-31,2019,22,5,es,Motril,Jaén,3.0,1,3,1,3,1,Andalucía,Andalucía,Granada,Jaén,No
843769,2019-05-31,2019,22,5,es,Motril,Vera,1.0,1,1,1,1,0,Andalucía,Andalucía,Granada,Almería,No
926411,2019-05-31,2019,22,5,es,Motril,El Ejido,16.0,1,7,1,7,0,Andalucía,Andalucía,Granada,Almería,No
305019,2019-09-21,2019,38,9,es,Motril,Granada,30.0,2,17,3,11,2,Andalucía,Andalucía,Granada,Granada,Si
576160,2019-09-21,2019,38,9,es,Motril,Málaga,18.0,4,8,2,8,1,Andalucía,Andalucía,Granada,Málaga,No
939475,2019-09-21,2019,38,9,es,Motril,Estepona,1.0,1,1,1,1,0,Andalucía,Andalucía,Granada,Málaga,No
304755,2018-09-08,2018,36,9,es,Motril,Granada,20.0,1,15,1,8,1,Andalucía,Andalucía,Granada,Granada,Si
387611,2018-09-08,2018,36,9,es,Motril,Sevilla,3.0,1,1,1,1,0,Andalucía,Andalucía,Granada,Sevilla,No
575799,2018-09-08,2018,36,9,es,Motril,Málaga,16.0,2,6,2,6,1,Andalucía,Andalucía,Granada,Málaga,No
656549,2018-09-08,2018,36,9,es,Motril,Jaén,12.0,2,4,2,4,1,Andalucía,Andalucía,Granada,Jaén,No
575863,2018-10-24,2018,43,10,es,Motril,Málaga,21.0,2,7,1,7,0,Andalucía,Andalucía,Granada,Málaga,No
305012,2019-09-09,2019,37,9,es,Motril,Granada,13.0,1,9,3,5,2,Andalucía,Andalucía,Granada,Granada,Si
576148,2019-09-09,2019,37,9,es,Motril,Málaga,23.0,7,8,3,8,0,Andalucía,Andalucía,Granada,Málaga,No
